Owner,Category,Qty,Vintage ,Winery ,Wine (Name),Varietal(s),Country ,State ,Region ,Appelation,Sub App,Vineyard/Cru,Retail Price ,Volume (mL),Drinking Window,Box #,Notes,Drank,Pulled 1,Double Check,Pull 1 To Drink,Ready to Drink
R,Red,1,2016,Hall Wines,Coeur,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,70,750,Medium,M4,,TRUE,FALSE,FALSE,TRUE,FALSE
R,Red,1,2016,Domaine Carneros,Dijon 777 Clone,Pinot Noir,USA,CA,Northern CA,Napa Valley,Carneros,,60,750,Short,S1,,TRUE,FALSE,FALSE,TRUE,TRUE
R,Red,1,2013,Sterling Vineyards,Planium Cab Sauv,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,85,750,Short,M6,,TRUE,FALSE,FALSE,TRUE,FALSE
R,Red,1,2016,Hall Wines,Terra Secca,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,$70.00,750,Medium,M4,,TRUE,FALSE,FALSE,FALSE,TRUE
R,Red,1,2016,Sequoia Grove,Winemakers Series Cabernet Franc,Cabernet Franc,USA,CA,Northern CA,Napa Valley,,,50,750,Medium,M1,,TRUE,FALSE,TRUE,FALSE,TRUE
R,Red,1,2016,Pax Wines,Griffin's Lair Vineyard ,Syrah,USA,CA,Northern CA,Sonoma Coast,,Griffin's Lair,$60.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2016,Big Basin Vineyards,Terraces Syrah,Syrah,USA,CA,Northern CA,Central Coast,,Rattlesnake Vineyard,$55.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,TRUE
R,Red,1,2016,Silverado Vineyards,Estate Grown Cab Sauv,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,-,,$55.00,750,Medium,M2,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2016,GC Lurton,Sonoma Cabernet,Cabernet Sauvignon,USA,CA,Northern CA,Sonoma County,,,50,750,Short,S2,,TRUE,FALSE,FALSE,TRUE,FALSE
R,Red,1,2007,Marcarini,Brunate,Other,Italy,,Piedmont,,,Brunate,58,50,Now,Domaine Wine Storage ,excellent. buy producer and vineyard again,TRUE,TRUE,FALSE,FALSE,FALSE
R,Red,1,2016,Silverado Vineyards,Mt. George Cab Franc,Cabernet Franc,USA,CA,Northern CA,Napa Valley,Mt. George,,$50.00,750,Medium,M4,,FALSE,FALSE,FALSE,FALSE,TRUE
R+M,Red,1,2016,White Rock Vineyards,Laureate ,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,100,750,Short,M9,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2012,Pax Wines,James Berry Vineyard - Paso Robles,Syrah,USA,CA,Central Coast,Paso Robles,,James Berry Vineyard,40,750,Now,Domaine Leflaive OWC ,,TRUE,TRUE,FALSE,FALSE,FALSE
R,Red,1,2016,Pax Wines,Griffins Lair Vineyard,Syrah,USA,CA,Northern CA,Sonoma Coast,,Griffins Lair Vineyard,$50.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2011,Mayacamas Vineyards,Mt. Veeder Cabernet ,Cabernet Sauvignon,USA,CA,Northern CA,Mt. Veeder,,,171,750,Medium,Home Wine Fridge,,TRUE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2017,Big Basin Vineyards,Homestead,Other,USA,CA,Northern CA,Central Coast,,,35,750,Short,M/S1,,TRUE,TRUE,FALSE,TRUE,FALSE
R,Red,1,2012,Chateau Dufort Vivens,Grand Vin,Bordeaux Blend - Left Bank,France,-,Bordeaux,Margaux,,,55,750,Medium,M8,,TRUE,FALSE,FALSE,TRUE,FALSE
R+M,Red,1,2017,Castello Di Ama,San Lorenzo Chianti Classico Gran Selezione ,Other,Italy,,Tuscany,Chianti Classico,,,75,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2017,Corison Winery,Kronos Vineyard Cabernet Sauv,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Kronos Vineyard,225,750,Medium,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2017,Corison Winery,Kronos Vineyard Cabernet Sauv 1.5L,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Kronos Vineyard,450,1500,Long,MA1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2016,Domaine Carneros,La Ciel Serein,Pinot Noir,USA,CA,Northern CA,Napa Valley,Carneros,,59,750,Short,S1,,TRUE,TRUE,FALSE,TRUE,FALSE
R+M,Red,1,2017,Keenan Winery,Reserve Cabernet,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Spring Mountain District,,120,750,Medium,M4,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2017,Pride Mountain Vineyards,Reserve Cabernet,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,155,750,Medium,M4,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,3,2017,Vina Almaviva,Vina Almaviva Puente Alto,Bordeaux Blend - Left Bank,Chile,,Maipo Valley,Puente Alto,,,$150.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2016,Walt Wines,Sierra Mar,Pinot Noir,USA,CA,Northern CA,Central Coast,Santa Lucia Highlands,Sierra Mar Vineyard,75,750,Short,S1,,TRUE,TRUE,FALSE,FALSE,FALSE
R,Red,4,2017,Chāo Rijo,Ramisco - Colares Vinho Tinto,Other,Portugal,,,,Colares,,$40.00,750,Medium,Own Colares Box,Purchased 2022,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,2,2018,Livio Sassetti,La Querciolina,Other,Italy,,Tuscany,Montecucco Rosso,,,$20.00,750,Medium,R/M1,,FALSE,FALSE,FALSE,TRUE,TRUE
R,Red,1,2018,Domaine de la Vieille Julienne,lieu-dit Clavin,Rhone Blend,France,,Southern Rhone,Côtes-du-Rhone,,,$60.00,1500,Medium,MA1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Bure Family Wines,Majesty,Cabernet Franc,USA,CA,Northern CA,Napa Valley,St Helena,Beckstoffer To Kalon,225,750,Medium,OWC ,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Chapellett Winery,Pritchard Hill Cabernet Sauvingnon,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,255,750,Long,L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,2,2018,Snowden Vineyards,Napa Valley Cabernet Franc,Cabernet Franc,USA,CA,Napa Valley,,,Melchior Kemper Vineyard,$75.00,750,Medium,M4,,FALSE,FALSE,FALSE,FALSE,FALSE
R,White,1,2018,Saison Winery,Wirz Vineyard Riesling,Other,USA,CA,Northern CA,Cienga Valley,,Wirz Vineyard,???,750,Short,M/S1,,TRUE,FALSE,FALSE,TRUE,FALSE
R+M,Red,1,2018,Chapellett Winery,Cabernet Franc,Cabernet Franc,USA,CA,Northern CA,Napa Valley,,,80,750,Medium,L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,4,2018,Corison Winery,St. Helena Cabernet,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,St Helena,,100,750,Medium,L1,,FALSE,FALSE,FALSE,TRUE,TRUE
R,Red,2,2018,Joseph Phelps Winery,Insignia,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,$315.00,750,Long,M/L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Corison Winery,Helios Sunbasket Vineyard Cab Franc ,Cabernet Franc,USA,CA,Northern CA,Napa Valley,St. Helena,Sunbasket Vineyard,100,750,Medium,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,3,2018,Corison Winery,Kronos Vineyard Cabernet Sauv,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Kronos Vineyard,220,750,Long,M9,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Di Costanzo,Montecillo Vineyard,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Moon Mountain,Montecillo Vineyard,100,750,Medium,R/M1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,3,2018,Di Costanzo,Farella Vineyard,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Coombsville ,Farella Vineyard,110,750,Medium,M4,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Joseph Phelps Winery,Freestone Vineyard,Pinot Noir,USA,CA,Sonoma Coast,,,Freestone Vineyard,45,750,Now,M7,,TRUE,FALSE,TRUE,TRUE,FALSE
R,Red,1,2018,Chateau Leoville Las Cases,Grand Vin De Marquis de Las Cases,Bordeaux Blend - Left Bank,France,-,Bordeax,Saint Julien,,,$300.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2017,Phillips Hill,Oppenlander Vineyard ,Pinot Noir,USA,CA,Northern CA,Mendocino County,Anderson Valley,Oppenlander Vineyard,40,750,Short,S1,,TRUE,FALSE,FALSE,TRUE,TRUE
R,Red,1,2018,Robert Mondavi,The Reseve Cabernet,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Oakville,To Kalon Vineyard,$215.00,750,Long,M/L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Chateau Canon,Grand Vin,Bordeaux Blend - Left Bank,France,-,Bordeax,Saint Emilion,,,$145.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Gallica Wine,Estate Cabernet Sauvingnon,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Oakville,,185,750,Long,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,2,2018,Fait Main Wines,Beckstoffer Missour Hopper Vineyard,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Beckstoffer Missour Hopper Vineyard,$125.00,750,Medium,L1,,FALSE,FALSE,FALSE,FALSE,TRUE
R+M,Red,1,2018,Matthiasson Winery,Phoenix Vineyard,Bordeaux Blend - Left Bank,USA,CA,Northern CA,Napa Valley,,,110,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Matthiasson Winery,Michael Mara Vineyard Chardonnay,Chardonnay,USA,CA,Northern CA,Sonoma Coast,,Michael Mara Vineyard,40,750,Now,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Domaine de Chevalier,Grand Vin ,Bordeaux Blend - Left Bank,France,-,Bordeaux,Pessac-Leognan,,,$110.00,750,Medium,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2018,Perchance Estates,Beckstoffer Georges III Vineyard,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Beckstoffer Georges III Vineyard,210,750,Medium,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,2,2018,White Rock Vineyards,East Bench,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,120,750,Long,M9,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,White,1,2018,White Rock Vineyards,Breccia,Chardonnay,USA,CA,Northern CA,Napa Valley,,,85,750,Short,M9,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,2,2018,Ridge Vineyards,Monte Bello,Cabernet Sauvignon,USA,CA,Northern CA,Santa Cruz Mountains,,Monte Bello Vineyard,???,750,Long,,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Chateau Beaucastel,Chateauneuf du Pape - Rouge,Rhone Blend,France,-,Rhone Valley,Southern Rhone,Chateauneuf du Pape,,$80.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,White Rock Vineyards,Merlot,Merlot,USA,CA,Northern CA,Napa Valley,,,80,750,Medium,Krug Box,,TRUE,FALSE,FALSE,FALSE,TRUE
R+M,Red,1,2018,White Rock Vineyards,Cave Hill,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,???,750,Long,M/L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Sparkling,1,2018,Ultramarine,Keefer Ranch Blanc de Blancs,Chardonnay,USA,CA,Sonoma Coast,,,Keefer Ranch,$80.00,750,Short,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2019,Di Costanzo,DI CO,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,65,750,Short,S2,,TRUE,TRUE,FALSE,FALSE,FALSE
R,Red,2,2018,Dominus,Napanook,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,Napanook Vineyard,$75.00,750,Medium,L5,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Penfolds,Bin 389 - Cabernet Shiraz,Other,,,Australia,,,,$60.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Force Majure,Parabellum Coulee,Rhone Blend,USA,WA,,,,,57,750,Short,M/S1,,TRUE,FALSE,FALSE,FALSE,TRUE
R+M,Red,2,2019,Bure Family Wines,Majesty,Cabernet Franc,USA,CA,Northern CA,Napa Valley,St Helena,Beckstoffer To Kalon,225,750,Medium,R/M1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Guy Farge,Cornas - Reynard,Syrah,France,,Northern Rhone,Cornas,,Reynard,$67.00,750,Medium,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,2,2019,Di Costanzo,Caldwell Vineyard,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,Coombsville ,Caldwell Vineyard,115,750,Medium,R/M1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,2,2019,Di Costanzo,DI CO,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,65,750,Short,R/M1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,GC Lurton,Cabernet Franc,Cabernet Franc,USA,CA,Northern CA,Sonoma County,,,45,750,Short,M/S1,,TRUE,TRUE,FALSE,FALSE,TRUE
R,Red,2,2019,Domaine de la Vieille Julienne,les Trois Sources,Rhone Blend,France,,Southern Rhone,Châteauneuf-du-Pape,,,$80.00,750,Medium,M/L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Domaine de la Vieille Julienne,lieu-dit Clavin,Rhone Blend,France,,Southern Rhone,Côtes-du-Rhone,,,$30.00,750,Short,Loose,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2019,Ridge Vineyards,Estate Cabernet Sauvignon,Cabernet Sauvignon,USA,CA,Northern CA,Santa Cruz Mountains,,Monte Bello Vineyard,75,750,Medium,Krug Box,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2019,Ridge Vineyards,Estate Cabernet Sauvignon,Cabernet Sauvignon,USA,CA,Northern CA,Santa Cruz Mountains,,Monte Bello Vineyard,75,1500,Long,None,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Raen Vineyards,Royal St. Robert - Sonoma Coast,Pinot Noir,USA,CA,Northern CA,Sonoma Coast,,,60,750,Short,M/S2,,TRUE,TRUE,FALSE,FALSE,FALSE
R,Red,1,2019,Matthiasson Winery,Phoenix Vineyard Merlot,Merlot,USA,CA,Napa Valley,,,Phoenix Vineyard,$70.00,750,Short,M4,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Ridge Vineyards,Monte Bello,Bordeaux Blend - Left Bank,USA,CA,Northern CA,Santa Cruz Mountains,,,$240.00,750,Long,M/L1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Ridge Vineyards,Estate Cabernet Sauvignon,Bordeaux Blend - Left Bank,USA,CA,Northern CA,,,,$100.00,750,Medium,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Chateau Beaucastel,Chateauneuf du Pape - Rouge,Rhone Blend,France,-,Rhone Valley,Southern Rhone,Chateauneuf du Pape,,$80.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,3,2019,Raen Vineyards,Royal St. Robert - Sonoma Coast,Pinot Noir,USA,CA,Northern CA,Sonoma Coast,,,$60.00,750,Medium,M7,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2015,Grgich Hills,Old Vine Zinfandel,Zinfandel,USA,CA,Northern CA,Napa Valley,Rutherford,,125,750,Short,S2,,TRUE,TRUE,FALSE,TRUE,FALSE
R,Red,1,2019,Joseph Phelps Winery,Freestone Vineyard,Pinot Noir,USA,CA,Sonoma Coast,,,Freestone Vineyard,$45.00,750,Now,M/S1,,FALSE,FALSE,FALSE,FALSE,TRUE
R,Sparkling,1,-,Domaine Carneros,Blanc de Noir,Other,USA,CA,Northern CA,,,,40,750,Short,Krug,,TRUE,TRUE,FALSE,FALSE,FALSE
R,White,3,2019,Arenae Colares,Malvasia Colares Vinho Branco,Other,Portugal,,,,Colares,,$30.00,500,Short,Own Colares Box,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,2,2020,Di Costanzo,DI CO,Cabernet Sauvignon,USA,CA,Northern CA,Napa Valley,,,65,750,Short,R/M1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,White,1,2020,Pierre-Yves Colin-Morey,Pernand-Verglesses - Sous Frétilles 1er Cru,Chardonnay,France,,Burgundy,Pernand-Verglesses 1er Cru,,,???,750,Medium,Krug Box,,TRUE,FALSE,FALSE,FALSE,FALSE
R,White,1,2020,Saison Winery,Regan Vineyard Chardonnay,Chardonnay,USA,CA,Northern CA,Santa Cruz Mountains,,Regan Vineyards,$35.00,750,Short,M/S1,,TRUE,FALSE,TRUE,TRUE,TRUE
R,White,2,2022,Clos Cibonne,Tibouren,Other,France,Southern France,Cotes de Provence,,,,$30.00,,Short,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R+M,Red,1,2020,Gallica Wine,Heritage Vineyard Albarino,Other,USA,CA,Northern CA,Sierra Foothills,Calaveras County,Rorick Heritage Vineyard,30,750,Now,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,TRUE
R,Red,1,NV,V. Sattui Winery,Madeira,Other,USA,CA,Napa Valley,,,,$40.00,750,Long,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Leeuwin Estate,Art Series Cabernet,Cabernet Sauvignon,Australia,Western Australia,Margaret River,,,,$40.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2019,Corazon Del Sol,Malbec,Other,Chile,,Uco Valley,Los Chacayes,,,$40.00,750,Short,M/S1,,FALSE,FALSE,FALSE,TRUE,FALSE
R,Red,1,2018,Chapellett Winery,Hideaway Vineyard Cabernet,Cabernet Sauvignon,USA,CA,Napa Valley,Pritchard Hill,,Hideaway Vineyard,$195.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,White,1,2022,Emmanuel Rouget,Bourgogne Aligote,Other,France,,Burgundy,,,,$55.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2021,Giacomo Conterno,Vigna Cerretta,Barbera ,Italy,Piedmont,Alba,Barolo,,Cerretta,$80.00,750,Medium,Loose,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2022,Comm G.B Burlotto,Aves,Barbera ,Italy,Piedmont,Alba,Barolo,,,$45.00,750,Medium,Loose,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Newfound,Scaggs Vineyard Counoise,Other,USA,CA,Northern CA,Napa Valley,Mt. Veeder,Scaggs Vineyard,$60.00,750,Medium,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2022,Birichino Vineyard,Old Vine Grenache,Other,USA,CA,Santa Cruz Mountains,,,Besson Vineyard,$30.00,750,Short,M/S1,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2022,Birichino Vineyard,Old Vine Grenache,Other,USA,CA,Santa Cruz Mountains,,,Besson Vineyard,$30.00,750,Short,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,2,2022,Justine Vigne,Ultreia - Grenache,Rhone Blend,France,,Rhone,Southern Rhone,,,$60.00,750,Medium,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,2,2020,Chiara Condello,Predappio,Sangiovese,Italy,N/A,Emiliga-Romagna,,,,$30.00,750,Medium,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Sparkling,1,2018,Schramsberg,Caminante Del Cielo Vineyard,Other,USA,CA,Marin County,,,Caminante Del Cielo Vineyard,$60.00,750,Short,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,White,1,2022,Patrick Piuze,La Grande Vallee,Chardonnay,France,,Burgundy,Chablis,La Grane Valle,,$40.00,750,Short,M3,,FALSE,FALSE,FALSE,FALSE,FALSE
R,Red,1,2018,Powel & Son,Loechel Vineyard Shiraz,Syrah,Australia,South Australia,Eden Valley,,,Loechel Vineyard,$110.00,750,Medium,Domaine Wine Storage ,,FALSE,FALSE,FALSE,FALSE,FALSE